ID,Text,Comment
Tobbert.TrackLineTool.Prompt,Drag to lay a line of one-way track. Turn once to add a junction. Press R or Shift+R to cycle the junction piece (corner / T / crossing).,
Tobbert.TrackLineTool.DisplayName,Track Line Tool,
Tobbert.TrackLineTool.Description,Drag a line of one-way track with an automatic junction at the bend.,
Tobbert.BatchControl.GoodsStation,Goods stations,
Tobbert.ChooChoo.KeyBinding.GoodsStationDistributionControlTab,Goods stations tab,
Tobbert.GoodsStation.Distribution.Header,Distributed goods,
Tobbert.BatchControl.DistributionDisabled,Not distributed,
Tobbert.BatchControl.DistributionDisabled.Description,This good is neither sent nor received at this station.,
Tobbert.BatchControl.DistributionSending,Send,
Tobbert.BatchControl.DistributionSending.Description,This good is loaded onto trains and sent to other stations.,
Tobbert.BatchControl.DistributionReceiving,Receive,
Tobbert.BatchControl.DistributionReceiving.Description,This good is unloaded from trains and stored at this station.,
Tobbert.BatchControl.DistributionDisabledAll,Stop distributing all goods,
Tobbert.BatchControl.DistributionSendingAll,Send all goods,
Tobbert.BatchControl.DistributionReceivingAll,Receive all goods,
Tobbert.BatchControl.GoodsSlots,Goods slots: {0}/{1},
Tobbert.BatchControl.DecreaseMaximum,Decrease amount,
Tobbert.BatchControl.DecreaseMaximum.Description,Left click: -1. Right click: -10.,
Tobbert.BatchControl.IncreaseMaximum,Increase amount,
Tobbert.BatchControl.IncreaseMaximum.Description,Left click: +1. Right click: +10.,
Tobbert.GoodsStation.Distribution.Disabled.Info,Not distributed,
Tobbert.GoodsStation.Distribution.Sending.Info,Sent by train,
Tobbert.GoodsStation.Distribution.Receiving.Info,Received by train,
Tobbert.GoodsStation.Sending.Header,Send,
Tobbert.GoodsStation.Receiving.Header,Receive,
Tobbert.TrainYard.FuelDepotOn,Fuel depot: ON,
Tobbert.TrainYard.FuelDepotOff,Fuel depot: OFF,
Tobbert.ToolGroup.Trains,Trains,
Tobbert.ChooChoo.KeyBindingGroup.ChooChoo,Choo! Choo!,
Tobbert.TrackCorner1x1.DisplayName,Corner Train Track 1x1,
Tobbert.TrackCorner1x1.Description,A one-tile track piece that turns a sharp corner.,
Tobbert.TrackCorner1x1.FlavorDescription,Might be a little tight.,
Tobbert.TrackCorner2x2.DisplayName,Corner Train Track 2x2,
Tobbert.TrackCorner2x2.Description,A wider track piece that sweeps trains around a gentler corner. Gentler curves let trains keep a higher speed.,
Tobbert.TrackCorner2x2.FlavorDescription,What a nice looking curve.,
Tobbert.TrackCrossing.DisplayName,Train Track Crossing,
Tobbert.TrackCrossing.Description,A tile where beavers can cross the tracks on foot.,
Tobbert.TrackCrossing.FlavorDescription,That train is approaching very fa-,
Tobbert.TrackHillStart.DisplayName,Slope Track,
Tobbert.TrackHillStart.Description,A track that lets trains climb up and down slopes.,
Tobbert.TrackHillStart.FlavorDescription,Isn't the train a little too heavy?,
Tobbert.TrackTIntersection1x1.DisplayName,T Intersection Train Track 1x1,
Tobbert.TrackTIntersection1x1.Description,A T-shaped intersection where three tracks meet.,
Tobbert.TrackTIntersection1x1.FlavorDescription,Which way should I go?,
Tobbert.TrackTIntersection2x3.DisplayName,T Intersection Train Track 2x3,
Tobbert.TrackTIntersection2x3.Description,A larger T-shaped intersection where three tracks meet. Its gentler curves let trains keep a higher speed.,
Tobbert.TrackTIntersection2x3.FlavorDescription,Where will those paths lead to?,
Tobbert.TrackXIntersection1x1.DisplayName,X Intersection Train Track 1x1,
Tobbert.TrackXIntersection1x1.Description,An X-shaped intersection where four tracks meet.,
Tobbert.TrackXIntersection1x1.FlavorDescription,So many options!,
Tobbert.TrackXIntersection3x3.DisplayName,X Intersection Train Track 3x3,
Tobbert.TrackXIntersection3x3.Description,A larger X-shaped intersection where four tracks meet. Its gentler curves let trains keep a higher speed.,
Tobbert.TrackXIntersection3x3.FlavorDescription,I just cannot choose where to go...,
Tobbert.TrackRIntersection2x3.DisplayName,Switch Train Track 2x3,
Tobbert.TrackRIntersection2x3.Description,A switch that lets trains change from one track to another. Its gentle curve lets trains keep a higher speed.,
Tobbert.TrackRIntersection2x3.FlavorDescription,Where R we going?,
Tobbert.Train.FuelHeader,Fuel,
Tobbert.Train.FuelReserves,Fuel reserves last {0} h,
Tobbert.Train.NoConductorShort,No conductor,
Tobbert.Train.ConductorName,Conductor,
Tobbert.Train.EmergencyStop.Button,Emergency stop,
Tobbert.Train.EmergencyStop.Requested,Emergency stop — requested,
Tobbert.Train.EmergencyStop.Description,"Finishes its current task, returns to a station and parks it (the station gets paused). Un-pause the station to resume.",
Tobbert.Train.Activity.EmergencyStop,"Emergency stop — finishing task, returning to a station",
Tobbert.Train.Activity.HeadingToLoad,"Heading to load at ""{0}""",
Tobbert.Train.Activity.Delivering,"Delivering to ""{0}""",
Tobbert.Train.Activity.Returning,Returning to an accessible station,
Tobbert.Train.Activity.Stranded,Stranded — no track available,
Tobbert.Train.Activity.Parking,Parking at a station,
Tobbert.Train.Activity.Refueling,Out of fuel — refueling at a train yard,
Tobbert.Train.Activity.Idle,Idle — available,
Tobbert.Train.Activity.NoConductor,No conductor — waiting to board one,
Tobbert.TrackPathTool.Counts,"{0} waypoint(s), {1} trait(s)",
Tobbert.TrackPathTool.Instant,INSTANT ⚡,
Tobbert.TrackPathTool.Drawing.Title,✎ Drawing,
Tobbert.TrackPathTool.Drawing.Line1,"Left-click: add point (green = ok, red = unreachable)",
Tobbert.TrackPathTool.Drawing.Line2,Click the active point or <b>Enter</b>: build,
Tobbert.TrackPathTool.Drawing.Line3,Right-click: lift the pen  •  <b>Esc</b>: quit,
Tobbert.TrackPathTool.PenUp.Title,✎ Pen up,
Tobbert.TrackPathTool.PenUp.Line1,Left-click: new point / continue from a point,
Tobbert.TrackPathTool.PenUp.Line2,Right-click a point: remove it  •  a trait: remove that link,
Tobbert.TrackPathTool.PenUp.Line3,Right-click empty: quit  •  <b>Enter</b>: build,
