ID,Text,Comment
Tobbert.Train.ConductorName,Lokführer,
Tobbert.Train.EmergencyStop.Button,Nothalt,
Tobbert.Train.EmergencyStop.Requested,Nothalt — angefordert,
Tobbert.Train.EmergencyStop.Description,"Beendet die aktuelle Aufgabe, kehrt zu einem Bahnhof zurück und parkt dort (der Bahnhof wird pausiert). Zum Fortsetzen den Bahnhof wieder aktivieren.",
Tobbert.Train.Activity.EmergencyStop,"Nothalt — beendet Aufgabe, kehrt zu einem Bahnhof zurück",
Tobbert.Train.Activity.HeadingToLoad,Fährt zum Beladen nach „{0}“,
Tobbert.Train.Activity.Delivering,Liefert an „{0}“,
Tobbert.Train.Activity.Returning,Kehrt zu einem erreichbaren Bahnhof zurück,
Tobbert.Train.Activity.Stranded,Gestrandet — kein Gleis verfügbar,
Tobbert.Train.Activity.Parking,Parkt an einem Bahnhof,
Tobbert.Train.Activity.Refueling,Kein Treibstoff — tankt in einer Zugfabrik,
Tobbert.Train.Activity.Idle,Bereit — verfügbar,
Tobbert.Train.Activity.NoConductor,Kein Lokführer — wartet auf Besetzung,
Tobbert.TrackPathTool.Counts,"{0} Wegpunkt(e), {1} Abschnitt(e)",
Tobbert.TrackPathTool.Instant,SOFORT ⚡,
Tobbert.TrackPathTool.Drawing.Title,✎ Zeichnen,
Tobbert.TrackPathTool.Drawing.Line1,"Linksklick: Punkt hinzufügen (grün = ok, rot = nicht erreichbar)",
Tobbert.TrackPathTool.Drawing.Line2,Aktiven Punkt anklicken oder <b>Enter</b>: bauen,
Tobbert.TrackPathTool.Drawing.Line3,Rechtsklick: Stift anheben  •  <b>Esc</b>: beenden,
Tobbert.TrackPathTool.PenUp.Title,✎ Stift oben,
Tobbert.TrackPathTool.PenUp.Line1,Linksklick: neuer Punkt / von einem Punkt fortsetzen,
Tobbert.TrackPathTool.PenUp.Line2,Rechtsklick auf einen Punkt: entfernen  •  auf einen Abschnitt: diese Verbindung entfernen,
Tobbert.TrackPathTool.PenUp.Line3,Rechtsklick ins Leere: beenden  •  <b>Enter</b>: bauen,
